State, Region, County, District, District Name, Charter Status, Superintendent, Base Pay, FTE Pay, Enrollment, FTE
TX,11, TARRANT COUNTY,220919, CARROLL ISD, TRADITIONAL ISD/CSD,"FALTYS, DAVID J",209547,209547,8324,1
TX,2, NUECES COUNTY,178903, CALALLEN ISD, TRADITIONAL ISD/CSD,"ALMENDAREZ, ARTURO",209181,209181,3956,1
TX,11, TARRANT COUNTY,220915, AZLE ISD, TRADITIONAL ISD/CSD,"SMITH, TODD A",208500,208500,6685,1
TX,11, SOMERVELL COUNTY,213901, GLEN ROSE ISD, TRADITIONAL ISD/CSD,"ROTAN, GARY WAYNE",208455,208455,1921,1
TX,4, GALVESTON COUNTY,84906, TEXAS CITY ISD, TRADITIONAL ISD/CSD,"MACHESKA-DUARTE, MELISSA C",207398,207398,8044,1
TX,7, GREGG COUNTY,92903, LONGVIEW ISD, TRADITIONAL ISD/CSD,"WILCOX, JAMES E",207270,207270,8254,1
TX,20, BEXAR COUNTY,15904, HARLANDALE ISD, TRADITIONAL ISD/CSD,"SOTO, GERARDO",207000,207000,12522,1
TX,13, HAYS COUNTY,105904, DRIPPING SPRINGS ISD, TRADITIONAL ISD/CSD,"WASHBURN, TODD R",207000,207000,7283,1
TX,5, ORANGE COUNTY,181906, WEST ORANGE-COVE CISD, TRADITIONAL ISD/CSD,"HARRIS, RICKIE R",206580,206580,2522,1
TX,4, GALVESTON COUNTY,84911, FRIENDSWOOD ISD, TRADITIONAL ISD/CSD,"ROHER, THAD",206338,206338,6119,1
TX,20, BEXAR COUNTY,15815, HERITAGE ACADEMY, OPEN ENROLLMENT CHARTER,"LEE, ELTON DAVID",206140,206140,617,1
TX,10, COLLIN COUNTY,43908, MELISSA ISD, TRADITIONAL ISD/CSD,"MURPHY, KEITH E",206000,206000,4104,1
TX,4, HARRIS COUNTY,101814, THE VARNETT PUBLIC SCHOOL, OPEN ENROLLMENT CHARTER,"STROUD, MARGARET",206000,206000,1333,1
TX,7, SMITH COUNTY,212906, WHITEHOUSE ISD, TRADITIONAL ISD/CSD,"MORAN, CHRISTOPHER ALLAN",206000,206000,4818,1
TX,18, MIDLAND COUNTY,165901, MIDLAND ISD, TRADITIONAL ISD/CSD,"DIXON, ANN",205829,205829,25579,1
TX,11, ERATH COUNTY,72903, STEPHENVILLE ISD, TRADITIONAL ISD/CSD,"UNDERWOOD, MATTHEWS M",202248,202248,3659,1
TX,1, WILLACY COUNTY,245903, RAYMONDVILLE ISD, TRADITIONAL ISD/CSD,"ROANE, STETSON EUGENE",202164,202164,2080,1
TX,11, JOHNSON COUNTY,126911, GODLEY ISD, TRADITIONAL ISD/CSD,"DEAR, CHRISTOPHER RICH",201880,201880,2443,1
TX,14, SCURRY COUNTY,208902, SNYDER ISD, TRADITIONAL ISD/CSD,"BLAND, J EDWARD",200880,200880,2610,1
TX,4, WALLER COUNTY,237904, WALLER ISD, TRADITIONAL ISD/CSD,"MORAN, KEVIN GEORGE",200850,200850,7762,1
TX,3, MATAGORDA COUNTY,158901, BAY CITY ISD, TRADITIONAL ISD/CSD,"SCOTT, MARSHALL",200838,200838,3536,1
TX,4, TRAVIS COUNTY,227820, KIPP TEXAS PUBLIC SCHOOLS, OPEN ENROLLMENT CHARTER,"CAESAR, DANIEL",200625,200625,31200,1
TX,6, POLK COUNTY,187907, LIVINGSTON ISD, TRADITIONAL ISD/CSD,"HAWKINS, BRENT EDWARD",200084,200084,3804,1
TX,13, BASTROP COUNTY,11902, ELGIN ISD, TRADITIONAL ISD/CSD,"DURON, JODI L",200000,200000,4628,1
TX,20, BEXAR COUNTY,15908, SOUTH SAN ANTONIO ISD, TRADITIONAL ISD/CSD,"PUIG, MARC A",200000,200000,8267,1
TX,7, HENDERSON COUNTY,107905, EUSTACE ISD, TRADITIONAL ISD/CSD,"HOLCOMBE, MACK COY",200000,200000,1592,1
TX,7, NACOGDOCHES COUNTY,174904, NACOGDOCHES ISD, TRADITIONAL ISD/CSD,"TRUJILLO, GABRIEL ALEX",200000,200000,5940,1
TX,8, TITUS COUNTY,225902, MOUNT PLEASANT ISD, TRADITIONAL ISD/CSD,"MARSHALL, JUDD H",200000,200000,5306,1
TX,6, WASHINGTON COUNTY,239901, BRENHAM ISD, TRADITIONAL ISD/CSD,"CHAPLIN, TYLOR JOHN",200000,202163,4944,0.99
TX,7, GREGG COUNTY,92906, SABINE ISD, TRADITIONAL ISD/CSD,"BRYCE, STACEY L",199773,199773,1521,1
TX,7, HARRISON COUNTY,102904, HALLSVILLE ISD, TRADITIONAL ISD/CSD,"COLLUM, JEFFREY S",199700,199700,15267,1
TX,7, UPSHUR COUNTY,230902, GILMER ISD, TRADITIONAL ISD/CSD,"ALBRITTON, RICKEY D",199687,199687,2510,1
TX,7, PANOLA COUNTY,183902, CARTHAGE ISD, TRADITIONAL ISD/CSD,"WINK, JOHN R",199500,199500,2653,1
TX,10, COLLIN COUNTY,43918, COMMUNITY ISD, TRADITIONAL ISD/CSD,"NIVENS, ROOSEVELT",199101,199101,2757,1
TX,17, GAINES COUNTY,83903, SEMINOLE ISD, TRADITIONAL ISD/CSD,"LYNCH, STEVEN KYLE",199039,199039,2928,1
TX,13, WILLIAMSON COUNTY,246908, LIBERTY HILL ISD, TRADITIONAL ISD/CSD,"SNELL, STEVEN E",199000,199000,5539,1
TX,11, JOHNSON COUNTY,126905, JOSHUA ISD, TRADITIONAL ISD/CSD,"MAREK, FRANCESCA M",198000,198000,5490,1
TX,20, MEDINA COUNTY,163908, MEDINA VALLEY ISD, TRADITIONAL ISD/CSD,"ROHRBACH, KENNETH MICHAEL",198000,198000,6134,1
TX,18, ANDREWS COUNTY,2901, ANDREWS ISD, TRADITIONAL ISD/CSD,"AZAM, JOHN ROBERT",197604,197604,4128,1
TX,15, VAL VERDE COUNTY,233901, SAN FELIPE-DEL RIO CISD, TRADITIONAL ISD/CSD,"RIOS, CARLOS HUMBERTO",197472,197472,9874,1
TX,10, HUNT COUNTY,116908, QUINLAN ISD, TRADITIONAL ISD/CSD,"IRVIN, JEFFERY SCOTT",196858,196858,2592,1
TX,17, LAMB COUNTY,140904, LITTLEFIELD ISD, TRADITIONAL ISD/CSD,"DILLARD, ROBERT LEE",196360,196360,1268,1
TX,11, DENTON COUNTY,61910, ARGYLE ISD, TRADITIONAL ISD/CSD,"WRIGHT, TELENA L",195363,195363,3795,1
TX,4, BRAZORIA COUNTY,20902, ANGLETON ISD, TRADITIONAL ISD/CSD,"EDWARDS, PHILLIP WILSON",195305,195305,6863,1
TX,7, CHEROKEE COUNTY,37904, JACKSONVILLE ISD, TRADITIONAL ISD/CSD,"KELLY, PAUL",195275,195275,4668,1
TX,13, BURNET COUNTY,27903, BURNET CISD, TRADITIONAL ISD/CSD,"MCBURNETT, KEITH R",195270,195270,3113,1
TX,10, DALLAS COUNTY,57831, GATEWAY CHARTER ACADEMY, OPEN ENROLLMENT CHARTER,"MOORE, ROBBIE L",195000,195000,783,1
TX,2, SAN PATRICIO COUNTY,205902, GREGORY-PORTLAND ISD, TRADITIONAL ISD/CSD,"CAVAZOS, MICHELLE MARIE",195000,195000,4720,1
TX,4, BRAZORIA COUNTY,20906, SWEENY ISD, TRADITIONAL ISD/CSD,"HILL, TORY C",194817,194817,1848,1
TX,5, ORANGE COUNTY,181901, BRIDGE CITY ISD, TRADITIONAL ISD/CSD,"LINTZEN, TODD MICHAEL",193825,193825,3028,1
TX,16, MOORE COUNTY,171901, DUMAS ISD, TRADITIONAL ISD/CSD,"HYSINGER, MONTY JACK",192321,192321,4170,1
TX,13, TRAVIS COUNTY,227827, THE EXCEL CENTER (FOR ADULTS), OPEN ENROLLMENT CHARTER,"BERRY, TRACI ELLEN",192255,192255,783,1
TX,10, COLLIN COUNTY,43911, PRINCETON ISD, TRADITIONAL ISD/CSD,"MCINTYRE, DONALD DEWAYNE",192000,192000,5818,1
TX,11, WISE COUNTY,249903, BRIDGEPORT ISD, TRADITIONAL ISD/CSD,"PEAVEY, BRANDON S",191656,191656,2051,1
TX,1, HIDALGO COUNTY,108905, HIDALGO ISD, TRADITIONAL ISD/CSD,"SALINAS, XAVIER",191500,191500,2996,1
TX,5, JEFFERSON COUNTY,123908, PORT NECHES-GROVES ISD, TRADITIONAL ISD/CSD,"GONZALES, MIKE",191238,191238,4984,1
TX,13, HAYS COUNTY,105905, WIMBERLEY ISD, TRADITIONAL ISD/CSD,"YORK, DWAIN L",190988,190988,2562,1
TX,19, EL PASO COUNTY,71907, CANUTILLO ISD, TRADITIONAL ISD/CSD,"GALAVIZ, PEDRO",190566,190566,6035,1
TX,11, DENTON COUNTY,61908, SANGER ISD, TRADITIONAL ISD/CSD,"HUNTER, TOMMY E",190414,190414,2569,1
TX,11, TARRANT COUNTY,220907, KELLER ISD, TRADITIONAL ISD/CSD,"MCDANIEL, CECIL EDWARD",190001,190001,34319,1
TX,2, JIM WELLS COUNTY,125901, ALICE ISD, TRADITIONAL ISD/CSD,"SCARBROUGH, CARL STEVEN",190000,190000,4676,1
TX,4, TRAVIS COUNTY,227820, KIPP TEXAS PUBLIC SCHOOLS, OPEN ENROLLMENT CHARTER,"SMITH, HERBERT A",190000,190000,31200,1
TX,5, HARDIN COUNTY,100905, HARDIN-JEFFERSON ISD, TRADITIONAL ISD/CSD,"MCEACHERN, BRADLEY W",189928,189928,2481,1
TX,11, TARRANT COUNTY,220917, CASTLEBERRY ISD, TRADITIONAL ISD/CSD,"RAMOS, JOHN",189575,189575,3617,1
TX,7, RUSK COUNTY,201910, TATUM ISD, TRADITIONAL ISD/CSD,"RICHARDSON, JERRY",188870,188870,1473,1
TX,7, VAN ZANDT COUNTY,234906, VAN ISD, TRADITIONAL ISD/CSD,"DUNN, DONALD L",187729,187729,2354,1
TX,20, BEXAR COUNTY,15913, LACKLAND ISD, TRADITIONAL ISD/CSD,"ROPER, BURNIE LOUIS",186369,186369,890,1
TX,10, COLLIN COUNTY,43902, ANNA ISD, TRADITIONAL ISD/CSD,"COMEAUX, MICHAEL SHANE",185657,185657,3979,1
TX,13, GILLESPIE COUNTY,86901, FREDERICKSBURG ISD, TRADITIONAL ISD/CSD,"BRASHER, JEFFREY LYNN",185640,324432,3101,0.57
TX,7, GREGG COUNTY,92904, PINE TREE ISD, TRADITIONAL ISD/CSD,"CLUGSTON, STEVEN WAYNE",185325,185325,4545,1
TX,11, TARRANT COUNTY,220910, LAKE WORTH ISD, TRADITIONAL ISD/CSD,"HARGETT-NESHYBA, ROSE MARY",185000,185000,3311,1
TX,7, ANGELINA COUNTY,3902, HUDSON ISD, TRADITIONAL ISD/CSD,"WEBB, DONALD GLEN",184625,184625,2773,1
TX,17, DAWSON COUNTY,58906, LAMESA ISD, TRADITIONAL ISD/CSD,"KNIGHT, JAMES CARL",184234,184234,1729,1
TX,10, HENDERSON COUNTY,107901, ATHENS ISD, TRADITIONAL ISD/CSD,"SIMS, SALLY JANIE",183716,183716,2982,1
TX,10, DALLAS COUNTY,57919, SUNNYVALE ISD, TRADITIONAL ISD/CSD,"WILLIAMS, DOUG LOWELL",183000,183000,2025,1
TX,20, ATASCOSA COUNTY,7905, PLEASANTON ISD, TRADITIONAL ISD/CSD,"MANN, MATTHEW JAMES",182700,182700,3437,1
TX,2, SAN PATRICIO COUNTY,205903, INGLESIDE ISD, TRADITIONAL ISD/CSD,"MIRCOVICH, TROY C",182498,182498,2052,1
TX,10, ELLIS COUNTY,70905, FERRIS ISD, TRADITIONAL ISD/CSD,"HARTMAN, JAMES E",182000,182000,2586,1
TX,10, ELLIS COUNTY,70910, PALMER ISD, TRADITIONAL ISD/CSD,"NOACK, KEVIN L",181979,181979,1246,1
TX,10, DALLAS COUNTY,57828, WINFREE ACADEMY CHARTER SCHOOLS, OPEN ENROLLMENT CHARTER,"SCHOTT, BRANDY B",181500,181500,1276,1
TX,13, GONZALES COUNTY,89903, NIXON-SMILEY CISD, TRADITIONAL ISD/CSD,"LAUER, CATHY L",180808,180808,1015,1
TX,11, DENTON COUNTY,61907, AUBREY ISD, TRADITIONAL ISD/CSD,"BELDING, DAVID B",180804,180804,2644,1
TX,16, HUTCHINSON COUNTY,117901, BORGER ISD, TRADITIONAL ISD/CSD,"WELCH, JEREMY CHANCE",180498,180498,2472,1
TX,3, CALHOUN COUNTY,29901, CALHOUN COUNTY ISD, TRADITIONAL ISD/CSD,"NICHOLS, LARRY W",180353,180353,3681,1
TX,7, RUSK COUNTY,201902, HENDERSON ISD, TRADITIONAL ISD/CSD,"LAMB, THURSTON BENNETT",180300,180300,3344,1
TX,13, GONZALES COUNTY,89901, GONZALES ISD, TRADITIONAL ISD/CSD,"SCHUMACHER, JOHN A",180250,180250,2654,1
TX,20, BEXAR COUNTY,15805, NEW FRONTIERS PUBLIC SCHOOLS INC, OPEN ENROLLMENT CHARTER,"SEGURA, ALFREDO",180000,180000,485,1
TX,4, TRAVIS COUNTY,227820, KIPP TEXAS PUBLIC SCHOOLS, OPEN ENROLLMENT CHARTER,"SCOTT, JUSTIN",180000,180000,31200,1
TX,4, TRAVIS COUNTY,227820, KIPP TEXAS PUBLIC SCHOOLS, OPEN ENROLLMENT CHARTER,"SMITH, ANTHONY A",180000,180000,31200,1
TX,11, WISE COUNTY,249905, DECATUR ISD, TRADITIONAL ISD/CSD,"COBURN, JOSEPH RYAN",180000,180000,3429,1
TX,12, MCLENNAN COUNTY,161921, CONNALLY ISD, TRADITIONAL ISD/CSD,"HOLT, WESLEY M",179028,179028,2342,1
TX,2, NUECES COUNTY,178913, BANQUETE ISD, TRADITIONAL ISD/CSD,"THOMPSON, MAX A",178899,178899,855,1
TX,1, HIDALGO COUNTY,108916, VALLEY VIEW ISD, TRADITIONAL ISD/CSD,"LUNA, MONICA M",178514,178514,4132,1
TX,4, LIBERTY COUNTY,146902, DAYTON ISD, TRADITIONAL ISD/CSD,"JOHNSON, JESSICA ALLENE",178300,178300,5480,1
TX,17, HALE COUNTY,95905, PLAINVIEW ISD, TRADITIONAL ISD/CSD,"SANCHEZ, HELIODORO T",178000,178000,4843,1
TX,18, ECTOR COUNTY,68802, COMPASS ACADEMY CHARTER SCHOOL, OPEN ENROLLMENT CHARTER,"KILLINGSWORTH, KATHY A",177000,177000,1322,1
TX,20, WILSON COUNTY,247901, FLORESVILLE ISD, TRADITIONAL ISD/CSD,"BAYS, SHERRI",175915,175915,3992,1
TX,10, GRAYSON COUNTY,91903, DENISON ISD, TRADITIONAL ISD/CSD,"SCOTT, WILLIAM H",175710,175710,4591,1
TX,2, BEE COUNTY,13901, BEEVILLE ISD, TRADITIONAL ISD/CSD,"FANNING, TRAVIS J",175637,175637,3157,1
TX,20, BEXAR COUNTY,15838, COMPASS ROSE ACADEMY, OPEN ENROLLMENT CHARTER,"MORRISSEY, PAUL JOSEPH",175000,175000,1154,1
TX,10, COLLIN COUNTY,43903, CELINA ISD, TRADITIONAL ISD/CSD,"MAGLISCEAU, THOMAS ALBERT",175000,175000,2962,1
TX,2, NUECES COUNTY,178909, ROBSTOWN ISD, TRADITIONAL ISD/CSD,"MORENO, JOSE HUMBERTO",175000,175000,2601,1
TX,18, REEVES COUNTY,195901, PECOS-BARSTOW-TOYAH ISD, TRADITIONAL ISD/CSD,"JACO, BRENT HOLLAND",175000,175000,2697,1
TX,6, SAN JACINTO COUNTY,204904, SHEPHERD ISD, TRADITIONAL ISD/CSD,"HEWITT, JASON MICHAEL",175000,175000,1930,1
TX,3, WHARTON COUNTY,241903, EL CAMPO ISD, TRADITIONAL ISD/CSD,"CALLAGHAN, ROBERT PAUL",175000,175000,3530,1
TX,2, NUECES COUNTY,178902, BISHOP CISD, TRADITIONAL ISD/CSD,"GUTIERREZ, CHRISTINA ISABEL",174161,174161,1556,1
TX,17, HOCKLEY COUNTY,110907, SUNDOWN ISD, TRADITIONAL ISD/CSD,"MARSHALL, SCOTT A",173632,173632,583,1
TX,10, VAN ZANDT COUNTY,234907, WILLS POINT ISD, TRADITIONAL ISD/CSD,"CALOSS, SCOTT",172927,172927,2467,1
TX,8, BOWIE COUNTY,19912, PLEASANT GROVE ISD, TRADITIONAL ISD/CSD,"PIRTLE, RONALD CHAD",172500,172500,2233,1
TX,8, CASS COUNTY,34901, ATLANTA ISD, TRADITIONAL ISD/CSD,"HARRIST, SIDNEY W",172107,172107,1848,1
TX,2, NUECES COUNTY,178915, WEST OSO ISD, TRADITIONAL ISD/CSD,"GARCIA, CONRADO",171856,171856,1977,1
TX,7, SMITH COUNTY,212909, CHAPEL HILL ISD, TRADITIONAL ISD/CSD,"DEAN, DEAVERON LAMOND",171673,171673,3416,1
TX,17, TERRY COUNTY,223901, BROWNFIELD ISD, TRADITIONAL ISD/CSD,"SMITH, CHRISTOPHER JAY",171608,171608,1598,1
TX,10, HUNT COUNTY,116901, CADDO MILLS ISD, TRADITIONAL ISD/CSD,"ALLISON, HARRY L",171392,171392,1992,1
TX,10, DALLAS COUNTY,57834, EVOLUTION ACADEMY CHARTER SCHOOL, OPEN ENROLLMENT CHARTER,"TRIGG, CYNTHIA A",170876,170876,667,1
TX,7, GREGG COUNTY,92902, KILGORE ISD, TRADITIONAL ISD/CSD,"BAKER, EMMETT A",170620,170620,3948,1
TX,8, HOPKINS COUNTY,112901, SULPHUR SPRINGS ISD, TRADITIONAL ISD/CSD,"LAMB, MICHAEL S",170500,170500,4313,1
TX,6, MONTGOMERY COUNTY,170907, SPLENDORA ISD, TRADITIONAL ISD/CSD,"BURKE, JEFFREY SLADE",170248,170248,4170,1
TX,18, MIDLAND COUNTY,165902, GREENWOOD ISD, TRADITIONAL ISD/CSD,"ELLIOTT, EDWARD ARIEL",170200,170200,2845,1
TX,18, HOWARD COUNTY,114901, BIG SPRING ISD, TRADITIONAL ISD/CSD,"MCWILLIAMS, JAY ELLIOT",170184,170184,3698,1
TX,20, BEXAR COUNTY,15914, FT SAM HOUSTON ISD, TRADITIONAL ISD/CSD,"BATES, GARY D",170000,170000,1501,1
TX,2, KLEBERG COUNTY,137901, KINGSVILLE ISD, TRADITIONAL ISD/CSD,"PEREZ, CECILIA R",170000,170000,2861,1
TX,3, WHARTON COUNTY,241904, WHARTON ISD, TRADITIONAL ISD/CSD,"OGUIN, MICHAEL J",170000,170000,1914,1
TX,10, DALLAS COUNTY,57846, LEGACY PREPARATORY, OPEN ENROLLMENT CHARTER,"GOOD, REBECCA B",169722,169722,1513,1
TX,20, WILSON COUNTY,247903, LA VERNIA ISD, TRADITIONAL ISD/CSD,"CONE, HENSLEY FREEMAN",169000,169000,3223,1
TX,4, HARRIS COUNTY,101810, ACADEMY OF ACCELERATED LEARNING IN, OPEN ENROLLMENT CHARTER,"ROBINS, DORIS L",168826,168826,851,1
TX,12, MCLENNAN COUNTY,161922, ROBINSON ISD, TRADITIONAL ISD/CSD,"HOPE, MICHAEL W",168190,168190,2402,1
TX,18, CRANE COUNTY,52901, CRANE ISD, TRADITIONAL ISD/CSD,"HUNT, JANET ELAINE",168000,168000,1099,1
TX,20, BEXAR COUNTY,15802, GEORGE GERVIN ACADEMY, OPEN ENROLLMENT CHARTER,"BOYNES, FRANCES",167500,167500,870,1
TX,14, MITCHELL COUNTY,168901, COLORADO ISD, TRADITIONAL ISD/CSD,"SPENCER, REGGY G",167200,167200,901,1
TX,13, LLANO COUNTY,150901, LLANO ISD, TRADITIONAL ISD/CSD,"EDWARDS, LINDSAY MCHAN",167000,167000,1731,1
TX,3, JACKSON COUNTY,120901, EDNA ISD, TRADITIONAL ISD/CSD,"O'CONNOR, ROBERT A",166712,166712,1483,1
TX,12, BELL COUNTY,14908, SALADO ISD, TRADITIONAL ISD/CSD,"NOVOTNY, MICHAEL THOMAS",166400,166400,2105,1
TX,6, GRIMES COUNTY,93904, NAVASOTA ISD, TRADITIONAL ISD/CSD,"MUSICK, STUART A",166262,166262,2847,1
TX,8, LAMAR COUNTY,139909, PARIS ISD, TRADITIONAL ISD/CSD,"JONES, MICHAEL PAUL",165633,165633,3857,1
TX,10, KAUFMAN COUNTY,129905, MABANK ISD, TRADITIONAL ISD/CSD,"KOSKELIN, BRADLEY J",165600,165600,3544,1
TX,13, HAYS COUNTY,105802, TEXAS PREPARATORY SCHOOL, OPEN ENROLLMENT CHARTER,"TERRY, MARK ANTHONY",165564,165564,160,1
TX,2, NUECES COUNTY,178914, FLOUR BLUFF ISD, TRADITIONAL ISD/CSD,"KELLEY, JOE KENNETH",165357,168046,5553,0.98
TX,2, SAN PATRICIO COUNTY,205906, SINTON ISD, TRADITIONAL ISD/CSD,"JONES, MICHAEL CHAD",165024,165024,2074,1
TX,4, HARRIS COUNTY,101853, PROMISE COMMUNITY SCHOOL, OPEN ENROLLMENT CHARTER,"ANDERSON, ANASTASIA B",165000,165000,1556,1
TX,11, PALO PINTO COUNTY,182903, MINERAL WELLS ISD, TRADITIONAL ISD/CSD,"KUHN, JOHN MATTHEW",165000,165000,3116,1
TX,20, UVALDE COUNTY,232903, UVALDE CISD, TRADITIONAL ISD/CSD,"HARRELL, JOHN H",165000,165000,4150,1
TX,10, VAN ZANDT COUNTY,234902, CANTON ISD, TRADITIONAL ISD/CSD,"NICHOLS, BRIAN ALLAN",165000,165000,2134,1
TX,12, LAMPASAS COUNTY,141901, LAMPASAS ISD, TRADITIONAL ISD/CSD,"RASCOE, CHANE DOUGLAS",164752,164752,3416,1
TX,9, YOUNG COUNTY,252901, GRAHAM ISD, TRADITIONAL ISD/CSD,"CRUSE, SONNY G",164752,164752,2279,1
TX,1, HIDALGO COUNTY,108903, EDCOUCH-ELSA ISD, TRADITIONAL ISD/CSD,"RODRIGUEZ, GREGORY",164602,165479,4538,0.99
TX,15, BROWN COUNTY,25902, BROWNWOOD ISD, TRADITIONAL ISD/CSD,"YOUNG, JOE FRED",164598,164598,3439,1
TX,7, VAN ZANDT COUNTY,234904, GRAND SALINE ISD, TRADITIONAL ISD/CSD,"LEWIS, MICAH LANE",164475,164475,1115,1
TX,10, DALLAS COUNTY,57841, CITYSCAPE SCHOOLS, OPEN ENROLLMENT CHARTER,"BRANNON, LEONARD R",164000,164000,1204,1
TX,7, HENDERSON COUNTY,107902, BROWNSBORO ISD, TRADITIONAL ISD/CSD,"HAMPTON, KERI NICOLE",164000,164000,2593,1
TX,8, BOWIE COUNTY,19908, LIBERTY-EYLAU ISD, TRADITIONAL ISD/CSD,"THOMPSON, RONALD",163500,163500,2282,1
TX,10, GRAYSON COUNTY,91907, TIOGA ISD, TRADITIONAL ISD/CSD,"HOLLOWAY, CHARLES A",163500,163500,737,1
TX,11, JOHNSON COUNTY,126901, ALVARADO ISD, TRADITIONAL ISD/CSD,"ESTES, KENNETH R",163333,163333,3565,1
TX,6, WALKER COUNTY,236901, NEW WAVERLY ISD, TRADITIONAL ISD/CSD,"HAIL, DAROL W",163006,163006,1038,1
TX,7, ANGELINA COUNTY,3801, PINEYWOODS COMMUNITY ACADEMY, OPEN ENROLLMENT CHARTER,"VAUGHN, KENNETH",162864,162864,996,1
TX,18, PECOS COUNTY,186902, FORT STOCKTON ISD, TRADITIONAL ISD/CSD,"TRAYNHAM, RALPH SCOTT",162825,162825,2310,1
TX,10, HUNT COUNTY,116903, COMMERCE ISD, TRADITIONAL ISD/CSD,"ALDERMAN, CHARLES RAY",162800,162800,1462,1
TX,10, ELLIS COUNTY,70911, RED OAK ISD, TRADITIONAL ISD/CSD,"SANFORD, BRENDA SUE",162500,162500,6001,1
TX,3, COLORADO COUNTY,45905, WEIMAR ISD, TRADITIONAL ISD/CSD,"WUNDERLICH, JONATHAN B",162441,162441,670,1
TX,11, PARKER COUNTY,184902, SPRINGTOWN ISD, TRADITIONAL ISD/CSD,"KELLEY, PHILLIP MICHAEL",162103,162103,3619,1
TX,13, WILLIAMSON COUNTY,246911, TAYLOR ISD, TRADITIONAL ISD/CSD,"BROWN, KEITH A",162055,162055,2973,1
TX,20, KERR COUNTY,133904, INGRAM ISD, TRADITIONAL ISD/CSD,"TEMPLETON, BOBBY MADISON",162028,162028,1102,1
TX,2, SAN PATRICIO COUNTY,205901, ARANSAS PASS ISD, TRADITIONAL ISD/CSD,"COOKE, CARA D",162000,162000,1645,1
TX,16, DEAF SMITH COUNTY,59901, HEREFORD ISD, TRADITIONAL ISD/CSD,"BLANKENSHIP, SHERI K",161984,161984,3868,1
TX,15, TOM GREEN COUNTY,226801, TEXAS LEADERSHIP PUBLIC SCHOOLS, OPEN ENROLLMENT CHARTER,"LANDERS, JOHN WALTER",161613,161613,2863,1
TX,20, BEXAR COUNTY,15822, JUBILEE ACADEMIES, OPEN ENROLLMENT CHARTER,"PHILLIPS, KEVIN LATROY",161337,161337,6166,1
TX,7, CHEROKEE COUNTY,37907, RUSK ISD, TRADITIONAL ISD/CSD,"BURTON, KEVIN GREY",161175,161175,1969,1
TX,20, BEXAR COUNTY,15906, RANDOLPH FIELD ISD, TRADITIONAL ISD/CSD,"HOLT, BRIAN LOFTIN",161000,161000,1441,1
TX,3, GOLIAD COUNTY,88902, GOLIAD ISD, TRADITIONAL ISD/CSD,"ACKLEY, STACY R",161000,161000,1271,1
TX,10, GRAYSON COUNTY,91908, VAN ALSTYNE ISD, TRADITIONAL ISD/CSD,"BROWN, DAVID LINDSEY",161000,161000,1868,1
TX,12, MCLENNAN COUNTY,161920, CHINA SPRING ISD, TRADITIONAL ISD/CSD,"FAULKNER, ROBERT M",160808,160808,2870,1
TX,1, CAMERON COUNTY,31905, LA FERIA ISD, TRADITIONAL ISD/CSD,"HERNANDEZ, CATHY LEE",160700,160700,3094,1
TX,6, AUSTIN COUNTY,8902, SEALY ISD, TRADITIONAL ISD/CSD,"HALLMARK, BRYAN SCOTT",160000,160000,2814,1
TX,1, BROOKS COUNTY,24901, BROOKS COUNTY ISD, TRADITIONAL ISD/CSD,"RODRIGUEZ-CASAS, MARIA R.",160000,160000,1438,1
TX,1, CAMERON COUNTY,31909, POINT ISABEL ISD, TRADITIONAL ISD/CSD,"ALARCON, THERESA A",160000,160000,2072,1
TX,10, COLLIN COUNTY,43904, FARMERSVILLE ISD, TRADITIONAL ISD/CSD,"FRENCH, MICHEAL LEON",160000,160000,1884,1
TX,16, GRAY COUNTY,90904, PAMPA ISD, TRADITIONAL ISD/CSD,"LARKIN, TANYA LATHAM",160000,160000,3506,1
TX,5, HARDIN COUNTY,100907, LUMBERTON ISD, TRADITIONAL ISD/CSD,"TIPTON, MORRISON ANTHONY",160000,160000,4144,1
TX,1, HIDALGO COUNTY,108907, MERCEDES ISD, TRADITIONAL ISD/CSD,"MENDIOLA, CAROLYN ANN",160000,160000,4681,1
TX,4, LIBERTY COUNTY,146907, TARKINGTON ISD, TRADITIONAL ISD/CSD,"KEITH, MARC",160000,160000,1718,1
TX,14, NOLAN COUNTY,177902, SWEETWATER ISD, TRADITIONAL ISD/CSD,"HOWARD, DREW A",160000,160000,2083,1
TX,2, NUECES COUNTY,178906, LONDON ISD, TRADITIONAL ISD/CSD,"WHITIS, JUDITH TAYLOR",160000,160000,1280,1
TX,11, TARRANT COUNTY,220914, KENNEDALE ISD, TRADITIONAL ISD/CSD,"GEE, CHAD D",160000,160000,2885,1
TX,7, WOOD COUNTY,250903, MINEOLA ISD, TRADITIONAL ISD/CSD,"MIZE, JON CODY",160000,160000,1591,1
TX,5, HARDIN COUNTY,100908, WEST HARDIN COUNTY CISD, TRADITIONAL ISD/CSD,"ARMSTRONG, JAMES L",159843,159843,535,1
TX,7, SHELBY COUNTY,210901, CENTER ISD, TRADITIONAL ISD/CSD,"MORRIS, HUBERT BRIAN",159450,159450,2477,1
TX,11, JOHNSON COUNTY,126904, GRANDVIEW ISD, TRADITIONAL ISD/CSD,"PERRIN, JOE E",159000,159000,1342,1
